MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS,MolWt_log,MolWt_squared,MolWt_cubed,MolLogP_squared,MolLogP_abs,MolLogP_signed_sqrt,Flexibility_Index,Rigidity_Score,Aromatic_Index,Aromatic_Score,Lipinski_MW,Lipinski_LogP,Lipinski_Score,Sol_Heuristic_1,Sol_Heuristic_2,MW_LogP_Interaction,MW_Aromatic_Interaction,LogP_Rotatable_Interaction,Complexity_Score,Polarity_Estimate,MW_Bin_L,MW_Bin_M,MW_Bin_H,MW_Bin_VH,LogP_Bin_L,LogP_Bin_M,LogP_Bin_H,LogP_Bin_VH,Rotatable_Bin_L,Rotatable_Bin_M,Rotatable_Bin_H,Rotatable_Bin_VH,Z_Score_MolWt,Z_Score_LogP,MW_per_RotatableBond,LogP_per_MW
1.1849999999999992,226.27599999999995,4.0,0.0,-2.658,5.426165137954242,51200.82817599998,11585518.59635257,1.404224999999998,1.1849999999999992,1.0885770528538616,1.2259559391435473,0.2,0.0,0.0,1,1,2,-0.4158759999999998,0.21999999999999997,0.26813705999999976,0.0,4.739999999999997,0.9051039999999998,0.778210116731518,True,False,False,False,False,True,False,False,False,False,False,False,0.21091619380563814,-0.6774551276311127,45.25519999999999,0.5234653850231471
0.4047999999999994,198.222,2.0,0.0,-2.148,5.294419780819323,39291.961284000005,7788531.149637049,0.1638630399999995,0.4047999999999994,0.6362389488234742,0.6706413343079988,0.3333333333333333,0.0,0.0,1,1,2,-0.26298999999999995,0.26,0.08024026559999989,0.0,0.8095999999999988,0.396444,1.9809825673534098,True,False,False,False,False,True,False,False,False,False,False,False,-0.062459984625906184,-1.0955681066904772,66.074,0.204112503907786
0.7003999999999997,232.239,2.0,0.3529411764705882,-2.322,5.452063678915507,53934.953121,12525799.57786792,0.4905601599999996,0.7003999999999997,0.8368990381163068,0.6019762881540096,0.3333333333333333,35.29411764705882,0.24719999999999986,1,1,2,-0.3443029999999999,0.15411764705882353,0.16266019559999992,81.96670588235294,1.4007999999999994,0.464478,1.2493753123438287,True,False,False,False,False,True,False,False,False,False,False,False,0.2690234923009442,-0.9371546273134607,77.413,0.30145606204726705
-0.7977000000000001,130.078,0.0,0.6666666666666666,-1.077,4.875792565856415,16920.286084,2200956.973234552,0.6363252900000002,0.7977000000000001,-0.8931405264570632,0.0,1.0,66.66666666666666,-0.5318,1,1,2,-0.002445999999999976,0.1,-0.10376322060000001,86.71866666666666,-0.0,0.0,1.1139578923916675,False,False,False,False,True,False,False,False,False,False,False,False,-0.7264988490673119,-1.7399937120722841,130.078,-0.6127763523790503
1.9404,145.161,0.0,0.9090909090909092,-2.54,4.984708753863533,21071.715921,3058791.354808281,3.7651521599999995,1.9404,1.392982411949268,0.0,1.0,90.90909090909092,1.764,1,1,2,-0.45562500000000006,0.027272727272727247,0.2816704044,131.96454545454546,0.0,0.0,0.4900999803960008,False,False,False,False,False,True,False,False,False,False,False,False,-0.5795204182095736,-0.27263258933138906,145.161,1.335802452137876
-0.2313000000000005,170.16799999999998,1.0,0.0,-1.228,5.142645530348839,28957.148223999993,4927579.99898163,0.05349969000000023,0.2313000000000005,-0.4809365862564424,0.3701400609990821,0.5,0.0,-0.0,1,1,2,-0.1331599999999999,0.27999999999999997,-0.03935985840000008,0.0,-0.2313000000000005,0.17016799999999999,3.0184123151222413,True,False,False,False,False,True,False,False,False,False,False,False,-0.33583616305745134,-1.4364571940778932,85.08399999999999,-0.13584466840510287
5.454620000000004,242.321,0.0,0.9473684210526316,-6.59,5.494381559258295,58719.467040999996,14228959.97284216,29.752879344400043,5.454620000000004,2.335512791658398,0.0,1.0,94.73684210526316,5.167534736842109,1,0,1,-1.1150602000000007,0.01578947368421051,1.3217689730200008,229.56726315789476,0.0,0.0,0.18003031710540043,True,False,False,False,False,False,True,False,False,False,False,False,0.3672689699849405,1.610655020601964,242.321,2.2500608445637975
-0.3394800000000001,125.131,0.0,0.6666666666666666,-1.4580000000000002,4.837321049395588,15657.767161,1959272.062623091,0.11524667040000008,0.3394800000000001,-0.5826491225428904,0.0,1.0,66.66666666666666,-0.22632000000000008,1,1,2,-0.07081419999999997,0.1,-0.042479471880000015,83.42066666666666,-0.0,0.0,2.2754164012014195,False,False,False,False,False,True,False,False,False,False,False,False,-0.7747055915889078,-1.4944313828431353,125.131,-0.2710830385447694
2.935900000000001,142.242,6.0,0.0,-2.58,4.964535507613041,20232.786563999998,2877952.026436487,8.619508810000006,2.935900000000001,1.713446818550258,2.4768619809942125,0.14285714285714285,0.0,0.0,1,1,2,-0.6119860000000001,0.18,0.41760828780000014,0.0,17.615400000000008,0.853452,0.32939161368951536,False,False,False,False,False,True,False,False,True,False,False,False,-0.607965027350576,0.2608607080969601,20.320285714285713,2.0625676188335147
4.728400000000002,243.309,0.0,0.9473684210526316,-6.2,5.498433817536,59199.269480999996,14403715.058152629,22.357766560000023,4.728400000000002,2.1744884455889855,0.0,1.0,94.73684210526316,4.479536842105266,1,1,2,-0.9998530000000004,0.01578947368421051,1.1504622756000005,230.50326315789474,0.0,0.0,0.2071079446607571,True,False,False,False,False,False,True,False,False,False,False,False,0.37689667599087073,1.2214701863895925,243.309,1.9425740215029037
1.9404,145.161,0.0,0.9090909090909092,-2.16,4.984708753863533,21071.715921,3058791.354808281,3.7651521599999995,1.9404,1.392982411949268,0.0,1.0,90.90909090909092,1.764,1,1,2,-0.45562500000000006,0.027272727272727247,0.2816704044,131.96454545454546,0.0,0.0,0.4900999803960008,False,False,False,False,False,True,False,False,False,False,False,False,-0.5795204182095736,-0.27263258933138906,145.161,1.335802452137876
0.4283999999999998,162.15200000000002,1.0,0.8333333333333334,-1.139,5.0946822816218695,26293.271104000007,4263506.496055809,0.1835265599999998,0.4283999999999998,0.6545227268781427,0.3814580853855778,0.5,83.33333333333334,0.3569999999999998,1,1,2,-0.23069599999999998,0.029999999999999985,0.06946591679999997,135.1266666666667,0.4283999999999998,0.16215200000000002,1.8925056775170335,False,False,False,False,False,True,False,False,False,False,False,False,-0.4139492109760103,-1.082920751774044,81.07600000000001,0.2640337253161747
5.454620000000004,242.321,0.0,0.9473684210526316,-6.57,5.494381559258295,58719.467040999996,14228959.97284216,29.752879344400043,5.454620000000004,2.335512791658398,0.0,1.0,94.73684210526316,5.167534736842109,1,0,1,-1.1150602000000007,0.01578947368421051,1.3217689730200008,229.56726315789476,0.0,0.0,0.18003031710540043,True,False,False,False,False,False,True,False,False,False,False,False,0.3672689699849405,1.610655020601964,242.321,2.2500608445637975
5.763040000000005,256.348,0.0,0.9,-7.02,5.550429254551176,65714.29710400001,16845728.634016193,33.21263004160005,5.763040000000005,2.4006332497905642,0.0,1.0,90.0,5.186736000000004,1,0,1,-1.1784344000000009,0.029999999999999992,1.4773437779200012,230.71320000000003,0.0,0.0,0.17055998253465768,True,False,False,False,False,False,True,False,False,False,False,False,0.5039570592007131,1.7759388004039247,256.348,2.2472548040928393
0.4283999999999998,162.152,1.0,0.8333333333333334,-0.91,5.0946822816218695,26293.271103999996,4263506.496055807,0.1835265599999998,0.4283999999999998,0.6545227268781427,0.38145808538557785,0.5,83.33333333333334,0.3569999999999998,1,1,2,-0.23069599999999996,0.029999999999999985,0.06946591679999996,135.12666666666667,0.4283999999999998,0.162152,1.8925056775170335,False,False,False,False,False,True,False,False,False,False,False,False,-0.41394921097601056,-1.082920751774044,81.076,0.26403372531617475
0.7282199999999998,146.153,0.0,0.9090909090909092,-0.8540000000000001,4.991472861831499,21360.699408999997,3121930.3007235765,0.5303043683999996,0.7282199999999998,0.8533580725580556,0.0,1.0,90.90909090909092,0.6620181818181816,1,1,2,-0.26266819999999996,0.027272727272727247,0.10643153765999996,132.86636363636364,0.0,0.0,1.2074086595349065,False,False,False,False,False,True,False,False,False,False,False,False,-0.5698537336368178,-0.9222457538484112,146.153,0.4979179914258168
1.9404,145.16099999999997,0.0,0.9090909090909092,-2.42,4.984708753863533,21071.71592099999,3058791.3548082793,3.7651521599999995,1.9404,1.392982411949268,0.0,1.0,90.90909090909092,1.764,1,1,2,-0.455625,0.027272727272727247,0.28167040439999996,131.96454545454543,0.0,0.0,0.4900999803960008,False,False,False,False,False,True,False,False,False,False,False,False,-0.5795204182095738,-0.27263258933138906,145.16099999999997,1.3358024521378764
4.609840000000004,206.288,0.0,0.875,-6.57,5.334109130646095,42554.738944000004,8778531.987279873,21.250624825600035,4.609840000000004,2.147053795320463,0.0,1.0,87.5,4.033610000000003,1,1,2,-0.9438624000000007,0.0375,0.9509546739200008,180.502,0.0,0.0,0.2123214376709186,True,False,False,False,False,False,True,False,False,False,False,False,0.016140295377973526,1.1579333050805976,206.288,2.2335794716747115
3.6986000000000017,194.233,0.0,0.9333333333333332,-4.73,5.274193717067453,37726.458289,7327723.172847337,13.679641960000012,3.6986000000000017,1.923174459065012,0.0,1.0,93.33333333333333,3.4520266666666677,1,1,2,-0.7860090000000003,0.020000000000000028,0.7183901738000003,181.28413333333333,0.0,0.0,0.26325488337808656,True,False,False,False,False,False,True,False,False,False,False,False,-0.10133136039276416,0.6695953519428685,194.233,1.903227964370437
4.301420000000003,192.261,0.0,0.9333333333333332,-5.89,5.264041606934263,36964.292121,7106791.767475581,18.502214016400025,4.301420000000003,2.0739864994739006,0.0,1.0,93.33333333333333,4.014658666666669,1,1,2,-0.8804882000000005,0.020000000000000028,0.8269953106200005,179.44359999999998,0.0,0.0,0.22719940382876422,True,False,False,False,False,False,True,False,False,False,False,False,-0.12054779383779905,0.9926495252786371,192.261,2.236118547938513
5.630000000000004,466.47900000000016,10.0,0.4444444444444444,-6.237,6.147354427933722,217602.65744100013,101507070.04042034,31.69690000000005,5.630000000000004,2.372762103540935,1.76529050503196,0.09090909090909091,44.44444444444444,2.502222222222224,1,0,1,-1.3672790000000008,-0.033333333333333354,2.6262767700000027,207.32400000000007,56.30000000000004,4.664790000000002,0.1745200698080278,False,True,False,False,False,False,True,False,False,True,False,False,2.551608365609745,1.7046420165868803,42.40718181818183,1.2066552502362948
2.938400000000001,154.21199999999996,0.0,0.8333333333333334,-4.63,5.0447919243477415,23781.34094399999,3667368.1496561253,8.634194560000006,2.938400000000001,1.71417618697729,0.0,1.0,83.33333333333334,2.4486666666666674,1,1,2,-0.6243560000000001,0.04999999999999999,0.45313654080000004,128.50999999999996,0.0,0.0,0.32912058978409675,False,False,False,False,False,True,False,False,False,False,False,False,-0.4913216661248832,0.262200470270311,154.21199999999996,1.9041941002644005
3.3236000000000017,152.19599999999994,0.0,0.8333333333333334,-3.96,5.031718147305053,23163.622415999984,3525410.677225532,11.046316960000011,3.3236000000000017,1.8230743265155158,0.0,1.0,83.33333333333334,2.769666666666668,1,1,2,-0.6839720000000002,0.04999999999999999,0.5058386256,126.82999999999996,0.0,0.0,0.2920901974529733,False,False,False,False,False,False,True,False,False,False,False,False,-0.5109668638050001,0.4686310259402259,152.19599999999994,2.1823291485002914
1.24,183.169,3.0,0.0,0.54,5.215853814326796,33550.882561000006,6145481.6078158105,1.5376,1.24,1.1135528725660044,1.0594380034537678,0.25,0.0,0.0,1,1,2,-0.38156900000000005,0.24,0.22712956000000004,0.0,3.7199999999999998,0.5495070000000001,0.7462686567164178,True,False,False,False,False,True,False,False,False,False,False,False,-0.20914607623245227,-0.6479803598173913,45.79225,0.6766010618271503
-0.5084,59.068,0.0,0.0,1.58,4.095477253818034,3489.0286239999996,206089.94276243198,0.25847055999999996,0.5084,-0.7130217387990355,0.0,1.0,0.0,-0.0,1,1,2,0.022276000000000004,0.3,-0.030030171199999997,0.0,-0.0,0.0,1.643655489809336,False,False,False,False,True,False,False,False,False,False,False,False,-1.41846585663928,-1.5849564333721122,59.068,-0.8592482422931313
1.6449999999999998,135.16599999999997,1.0,0.6,-1.33,4.91387472965913,18269.84755599999,2469462.214754294,2.7060249999999995,1.6449999999999998,1.282575533838066,0.42523153857275287,0.5,60.0,0.9869999999999999,1,1,2,-0.398366,0.09999999999999999,0.22234806999999993,81.09959999999998,1.6449999999999998,0.13516599999999998,0.5730659025787966,False,False,False,False,False,True,False,False,False,False,False,False,-0.6769181120651129,-0.4309388877345375,67.58299999999998,1.2161223071577487
-0.8561000000000003,222.251,2.0,0.3846153846153846,-2.36,5.408296699029891,49395.507001000005,10978200.826479252,0.7329072100000005,0.8561000000000003,-0.9252567211320328,0.6206342261156675,0.3333333333333333,38.46153846153846,-0.32926923076923087,1,1,2,-0.08527499999999993,0.14461538461538462,-0.19026908110000007,85.48115384615384,-1.7122000000000006,0.444502,1.0459156991946446,True,False,False,False,True,False,False,False,False,False,False,False,0.17169401093735004,-1.7712905564417627,74.08366666666667,-0.38502187982064406
0.52988,41.053,0.0,0.0,0.26,3.7389307275126464,1685.3488089999998,69188.62465587699,0.2807728144,0.52988,0.7279285679240787,0.0,1.0,0.0,0.0,1,1,2,-0.1258338,0.3,0.02175316364,0.0,0.0,0.0,1.587603988061218,False,False,False,False,False,True,False,False,False,False,False,False,-1.5940155769802042,-1.0285371256333822,41.053,1.2875853522221954
1.8892,120.15099999999995,1.0,0.6666666666666666,-1.28,4.797037701458762,14436.262800999988,1734531.411802949,3.56907664,1.8892,1.3744817205041324,0.4542336850616168,0.5,66.66666666666666,1.2594666666666665,1,1,2,-0.422423,0.08,0.2269892691999999,80.10066666666663,1.8892,0.12015099999999995,0.5027146591594611,False,False,False,False,False,True,False,False,False,False,False,False,-0.8232339072868156,-0.3000709186416165,60.07549999999998,1.5710472262184936
1.9493400000000003,293.34800000000007,3.0,0.55,-3.59,5.684762740818947,86053.04910400003,25243489.84856021,3.799926435600001,1.9493400000000003,1.3961876664689459,0.7626834253637998,0.25,55.00000000000001,1.0721370000000003,1,1,2,-0.6052424000000001,0.07499999999999998,0.5718349903200002,161.34140000000005,5.848020000000001,0.8800440000000002,0.48796197800267394,True,False,False,False,False,True,False,False,False,False,False,False,0.8645088023377765,-0.26784159979948585,73.33700000000002,0.6642880510345955
3.3880000000000017,179.22199999999998,0.0,1.0,-3.67,5.194189424292756,32120.525283999992,5756704.782449046,11.478544000000012,3.3880000000000017,1.8406520583749666,0.0,1.0,100.0,3.3880000000000017,1,1,2,-0.7213020000000002,0.0,0.6072041360000002,179.22199999999998,0.0,0.0,0.28669724770642185,True,False,False,False,False,False,True,False,False,False,False,False,-0.2476081770476414,0.5031432995257463,179.22199999999998,1.889338731443996
0.3712999999999999,56.064,1.0,0.0,0.57,4.044173444975737,3143.172096,176218.800390144,0.13786368999999993,0.3712999999999999,0.6093439094632849,0.6407627639942588,0.5,0.0,0.0,1,1,2,-0.11547199999999999,0.27999999999999997,0.020816563199999995,0.0,0.3712999999999999,0.056064,2.1217907914279657,False,False,False,False,False,True,False,False,False,False,False,False,-1.4477387603253271,-1.1135209198133798,28.032,0.6610996367780071
0.6959799999999999,53.06399999999999,0.0,0.0,0.15,3.990168529971934,2815.7880959999993,149416.97952614393,0.4843881603999999,0.6959799999999999,0.8342541579159195,0.0,1.0,0.0,0.0,1,1,2,-0.16442079999999998,0.3,0.03693148271999999,0.0,0.0,0.0,1.2563129726877562,False,False,False,False,False,True,False,False,False,False,False,False,-1.4769726854445484,-0.939523326835945,53.06399999999999,1.3091189526747424
-0.0648999999999999,135.13,0.0,0.9,-2.12,4.913610311524382,18260.116899999997,2467489.596697,0.004212009999999987,0.0648999999999999,-0.25475478405713975,0.0,1.0,90.0,-0.05840999999999991,1,1,2,-0.12474600000000001,0.029999999999999992,-0.008769936999999986,121.617,-0.0,0.0,6.064281382656159,False,False,False,False,False,True,False,False,False,False,False,False,-0.6772689191665432,-1.3472826238196534,135.13,-0.047992309398801974
3.2664000000000017,300.3980000000001,0.0,0.0,-3.48,5.708431650470312,90238.95840400005,27107602.626644813,10.66936896000001,3.2664000000000017,1.8073184556131776,0.0,1.0,0.0,0.0,1,1,2,-0.8230220000000004,0.3,0.9812200272000008,0.0,0.0,0.0,0.29705323193916333,True,False,False,False,False,False,True,False,False,False,False,False,0.9332085263679466,0.43797726741395615,300.3980000000001,1.0869955873250408
2.9871000000000016,269.77199999999993,6.0,0.3333333333333333,-3.26,5.601277138351035,72776.93198399997,19633178.495187633,8.92276641000001,2.9871000000000016,1.7283228865000897,1.6226215073072057,0.14285714285714285,33.33333333333333,0.9957000000000005,1,1,2,-0.7477080000000003,0.08000000000000002,0.8058359412000002,89.92399999999998,17.92260000000001,1.6186319999999996,0.32392860613520763,True,False,False,False,False,True,False,False,True,False,False,False,0.6347691294675213,0.2882990374071879,38.53885714285713,1.1068580660461265
1.8457,360.4500000000001,3.0,0.0,-3.85,5.890123719446306,129924.20250000007,46831178.79112504,3.4066084899999995,1.8457,1.3585654198455075,0.6515365403409705,0.25,0.0,0.0,1,1,2,-0.6557620000000001,0.24,0.6652825650000002,0.0,5.5371,1.0813500000000003,0.5139538469445444,False,True,False,False,False,True,False,False,False,False,False,False,1.5183937501211062,-0.32338278045792307,90.11250000000003,0.5119123561225903
5.270200000000002,364.914,0.0,0.0,-6.307,5.902398333113366,133162.227396,48592761.04798394,27.775008040000017,5.270200000000002,2.2956916169207053,0.0,1.0,0.0,0.0,1,0,1,-1.2081460000000002,0.3,1.9231697628000006,0.0,0.0,0.0,0.18621280399240248,False,True,False,False,False,False,True,False,False,False,False,False,1.5618938306985064,1.5118234445982102,364.914,1.4438350309851133
-2.1798,158.117,1.0,0.0,-1.6,5.069639780672659,25000.985688999997,3953080.8541876124,4.751528040000001,2.1798,-1.476414575923714,0.3874212082117799,0.5,0.0,-0.0,1,1,2,0.19065100000000004,0.27999999999999997,-0.3446634366,0.0,-2.1798,0.15811699999999998,0.4386349679796473,False,False,False,False,True,False,False,False,False,False,False,False,-0.4532688402613632,-2.4806678319876236,79.0585,-1.3777280570355905
1.7553,162.27899999999997,5.0,0.0,-0.83,5.095460394034035,26334.473840999988,4273532.0804436365,3.08107809,1.7553,1.3248773528142144,1.9063668841195829,0.16666666666666666,0.0,0.0,1,1,2,-0.44312700000000005,0.19999999999999998,0.2848483287,0.0,8.7765,0.8113949999999999,0.5389963887241955,False,False,False,False,False,True,False,False,True,False,False,False,-0.41271164147929706,-0.37182858064629337,27.046499999999995,1.0809895368243434
-0.3538,136.114,0.0,0.9,-2.266,4.920812696599209,18527.020996000003,2521786.935849544,0.12517444,0.3538,-0.5948108943185221,0.0,1.0,90.0,-0.31842000000000004,1,1,2,-0.07950600000000001,0.029999999999999992,-0.04815713320000001,122.5026,-0.0,0.0,2.203613926840018,False,False,False,False,False,True,False,False,False,False,False,False,-0.6676801917274385,-1.5021055405720896,136.114,-0.25973835288590014
-2.0785,142.07,0.0,0.0,-1.25,4.963334020978243,20183.884899999997,2867524.5277429996,4.32016225,2.0785,-1.441700384962146,0.0,1.0,0.0,-0.0,1,1,2,0.19049000000000002,0.3,-0.295292495,0.0,-0.0,0.0,0.45903144365389026,False,False,False,False,True,False,False,False,False,False,False,False,-0.6096411057240779,-2.4263806687234433,142.07,-1.4619821340648522
-4.819399999999998,286.156,1.0,0.0,-1.99,5.6600256220946195,81885.256336,23431957.41208442,23.226616359999984,4.819399999999998,-2.195313189501671,0.2589626990128342,0.5,0.0,-0.0,1,1,2,0.48494799999999977,0.27999999999999997,-1.3791002263999994,0.0,-4.819399999999998,0.286156,0.2032768223767127,True,False,False,False,False,False,False,False,False,False,False,False,0.7944253391852959,-3.8952423250984904,143.078,-1.6835978983846622
0.0696000000000001,210.285,3.0,0.4,-3.364,5.3532079329871625,44219.781225,9298756.694899125,0.004844160000000015,0.0696000000000001,0.2638181191654586,0.9668530544499412,0.25,40.0,0.027840000000000045,1,1,2,-0.221421,0.12,0.014635836000000022,84.114,0.20880000000000032,0.630855,5.896226415094335,True,False,False,False,False,True,False,False,False,False,False,False,0.05508962827848258,-1.2752034188933723,52.57125,0.03308220643106691
1.8456,227.337,5.0,0.4,-3.04,5.430822607859342,51682.11156899999,11749256.197761752,3.40623936,1.8456,1.3585286158193355,1.5274777981102046,0.16666666666666666,40.0,0.73824,1,1,2,-0.522633,0.07999999999999999,0.41957316719999993,90.9348,9.228,1.136685,0.5139802631578947,True,False,False,False,False,True,False,False,True,False,False,False,0.2212552586561364,-0.3234363709448571,37.8895,0.8114774640889565
-3.1080199999999985,457.4320000000001,7.0,0.1875,-0.77,6.127811970991986,209244.03462400008,95714917.24612561,9.65978832039999,3.1080199999999985,-1.7629577419779519,1.255758549921784,0.125,18.75,-0.5827537499999997,1,1,2,0.039851199999999753,0.10375000000000001,-1.4217078046399996,85.76850000000002,-21.756139999999988,3.202024,0.3117187548706057,False,True,False,False,True,False,False,False,True,False,False,False,2.4634485920918796,-2.9781054498067507,57.17900000000001,-0.6793011199216661
1.77922,208.261,2.0,0.4,-2.36,5.343582276685629,43372.644121,9032830.23728358,3.1656238084,1.77922,1.3338740570233758,0.6488008538219237,0.3333333333333333,40.0,0.7116880000000001,1,1,2,-0.49293620000000005,0.13999999999999999,0.37054213642,83.3044,3.55844,0.416522,0.5321356733112674,True,False,False,False,False,True,False,False,False,False,False,False,0.03536647346471459,-0.3590097361716715,69.42033333333333,0.8539122004597791
1.55042,231.299,2.0,0.6470588235294118,-0.364,5.448025334988794,53499.227401000004,12374317.7986239,2.4038021763999997,1.55042,1.245158624433048,0.60368428519253,0.3333333333333333,64.70588235294117,1.0032129411764705,1,1,2,-0.47936619999999996,0.06588235294117645,0.35861059557999997,149.66405882352942,3.10084,0.462598,0.6059063753468814,True,False,False,False,False,True,False,False,False,False,False,False,0.2598635290969215,-0.48162477027675055,77.09966666666666,0.6700201815911045
0.7253000000000001,100.146,0.0,0.8333333333333334,-0.36,4.616565017601965,10029.221316000001,1004386.397912136,0.5260600900000001,0.7253000000000001,0.8516454661418682,0.0,1.0,83.33333333333334,0.6044166666666667,1,1,2,-0.21619400000000003,0.04999999999999999,0.0726358938,83.455,0.0,0.0,1.211680600993578,False,False,False,False,False,True,False,False,False,False,False,False,-1.0181754646234893,-0.9238105960668851,100.146,0.7235201404544821
4.871880000000004,293.41400000000004,4.0,0.5454545454545454,-5.47,5.684986940071875,86091.77539600003,25260532.186041955,23.735214734400042,4.871880000000004,2.207233562629928,1.0167406345478298,0.2,54.54545454545454,2.657389090909093,1,1,2,-1.0729148000000008,0.056363636363636366,1.4294777983200015,160.044,19.487520000000018,1.1736560000000003,0.20113116165313707,True,False,False,False,False,False,True,False,False,False,False,False,0.865151948690399,1.2983618170425513,58.68280000000001,1.6598458676587842
-0.6131000000000002,84.082,0.0,0.8333333333333334,0.522,4.4436154973430035,7069.782723999999,594441.4709993679,0.37589161000000026,0.6131000000000002,-0.7830070242341381,0.0,1.0,83.33333333333334,-0.5109166666666669,1,1,2,0.01401400000000004,0.04999999999999999,-0.05155067420000001,70.06833333333333,-0.0,0.0,1.4023278642546624,False,False,False,False,True,False,False,False,False,False,False,False,-1.174713388995213,-1.64106567319205,84.082,-0.7283029626285907
1.1849999999999998,226.276,4.0,0.0,-2.468,5.426165137954243,51200.828176,11585518.596352577,1.4042249999999996,1.1849999999999998,1.088577052853862,1.225955939143547,0.2,0.0,0.0,1,1,2,-0.415876,0.21999999999999997,0.26813706,0.0,4.739999999999999,0.905104,0.7782101167315175,True,False,False,False,False,True,False,False,False,False,False,False,0.2109161938056387,-0.6774551276311124,45.2552,0.5234653850231472
1.0666200000000003,203.245,1.0,0.7333333333333333,-0.624,5.319320253636316,41308.530025,8395752.184931125,1.1376782244000008,1.0666200000000003,1.032772966338682,0.329766360533562,0.5,73.33333333333333,0.7821880000000002,1,1,2,-0.3739042000000001,0.06000000000000001,0.2167851819000001,149.04633333333334,1.0666200000000003,0.203245,0.857177144228626,True,False,False,False,False,True,False,False,False,False,False,False,-0.013512649334623348,-0.7408955460636263,101.6225,0.5245371167228112
2.1311,256.30499999999995,4.0,0.631578947368421,-2.596,5.550262151667874,65692.25302499997,16837252.911572617,4.54158721,2.1311,1.4598287570807749,1.1226336986570495,0.2,63.1578947368421,1.345957894736842,1,1,2,-0.597281,0.03052631578947368,0.5462115854999998,161.8768421052631,8.5244,1.0252199999999998,0.448209403433284,True,False,False,False,False,True,False,False,False,False,False,False,0.503538039607337,-0.1704355307481785,51.26099999999999,0.8311460384937893
4.087400000000003,286.415,0.0,0.0,-3.69,5.660927164349772,82033.552225,23495639.86052338,16.706838760000025,4.087400000000003,2.0217319307959705,0.0,1.0,0.0,0.0,1,1,2,-0.9403990000000007,0.3,1.170692671000001,0.0,0.0,0.0,0.23881167311458168,True,False,False,False,False,False,True,False,False,False,False,False,0.7969492013872556,0.8779551651424091,286.415,1.4265919759872965
3.959100000000003,290.447,0.0,0.0,-4.402,5.674858171077799,84359.459809,24501952.023144625,15.674472810000024,3.959100000000003,1.9897487278548522,0.0,1.0,0.0,0.0,1,1,2,-0.9239030000000006,0.3,1.149908717700001,0.0,0.0,0.0,0.24636003054864364,True,False,False,False,False,False,True,False,False,False,False,False,0.8362395967474888,0.8091985704060382,290.447,1.362636681844935
2.728300000000001,148.20499999999998,2.0,0.5454545454545454,-3.13,5.005321199272487,21964.722024999995,3255281.627715124,7.4436208900000045,2.728300000000001,1.6517566406707742,0.8057855401784815,0.3333333333333333,54.54545454545454,1.4881636363636368,1,1,2,-0.5847330000000002,0.09636363636363637,0.4043477015000001,80.8390909090909,5.456600000000002,0.29640999999999995,0.35356928190078835,False,False,False,False,False,True,False,False,False,False,False,False,-0.5498577288552705,0.14960685722189704,49.401666666666664,1.8396547655170097
1.2688,93.129,0.0,0.8571428571428571,-0.41,4.544666181897046,8673.010641,807708.8079856891,1.6098534399999997,1.2688,1.126410227226298,0.0,1.0,85.71428571428571,1.087542857142857,1,1,2,-0.296137,0.04285714285714287,0.11816207520000001,79.82485714285714,0.0,0.0,0.7305669199298656,False,False,False,False,False,True,False,False,False,False,False,False,-1.0865536154773479,-0.6325462995803884,93.129,1.3609499190166148
4.331900000000004,367.86,7.0,0.2857142857142857,-4.432,5.91041716825466,135320.97960000002,49779175.55565601,18.76535761000003,4.331900000000004,2.0813216954618055,1.4961740691659897,0.125,28.57142857142857,1.2376857142857152,1,1,2,-1.0609640000000007,0.07428571428571429,1.5935327340000014,105.10285714285715,30.323300000000025,2.57502,0.22563686003745556,False,True,False,False,False,False,True,False,True,False,False,False,1.590601545165582,1.0089839056961323,45.9825,1.17727470377215
1.6952,108.13999999999996,1.0,0.75,-1.85,4.6926314617580855,11694.25959999999,1264617.2331439985,2.87370304,1.6952,1.3019984639007836,0.4804458537522822,0.5,75.0,1.2714,1,1,2,-0.379372,0.05499999999999999,0.18331892799999994,81.10499999999996,1.6952,0.10813999999999996,0.5570409982174688,False,False,False,False,False,True,False,False,False,False,False,False,-0.9402767988224713,-0.4040364632936502,54.06999999999998,1.5661492978566158
3.993000000000002,178.23399999999995,0.0,1.0,-6.35,5.18869221468682,31767.358755999983,5662023.4205169,15.944049000000017,3.993000000000002,1.998249233704345,0.0,1.0,100.0,3.993000000000002,1,1,2,-0.8171140000000003,0.0,0.7116883620000002,178.23399999999995,0.0,0.0,0.2443195699975567,True,False,False,False,False,False,True,False,False,False,False,False,-0.2572358830535719,0.8273657454766766,178.23399999999995,2.2390570502540195
2.4620000000000006,208.216,0.0,0.75,-5.19,5.343367211101746,43353.902656000006,9026976.195421698,6.061444000000003,2.4620000000000006,1.5690761613127646,0.0,1.0,75.0,1.8465000000000005,1,1,2,-0.6021360000000001,0.075,0.5126277920000001,156.162,0.0,0.0,0.39032006245120987,True,False,False,False,False,True,False,False,False,False,False,False,0.034927964587926394,0.006895390516553667,208.216,1.1818583306131074
